"","id","CO2","N2O","CH4","R.CO2","R.N2O","R.CH"
"1",101,10.0645891986667,-6.77016275722679,-0.000274563561441424,0.996352134229267,0.717241314624448,0.015619192431153
"2",102,3.06473802778818,-0.243897261699061,-0.000903323191478029,0.95013506366617,0.00375585547103306,0.35551236761828
"3",103,13.1060257072732,1.19117209513163,-0.000893423967025506,0.98443512878092,0.0109329343993488,0.0798476480823953
"4",104,13.6215963255792,4.94956933550655,-0.000546170964787213,0.990735216184,0.202373664013699,0.0267861105299563
"5",201,8.67837668426879,-1.58191711484213,-0.000205694628255964,0.993877807274508,0.245069052987591,0.0104823153798824
"6",202,3.45967225067493,-1.00022513383662,-0.0002961307432118,0.985647183919347,0.0547342779575281,0.014207524908232
"7",203,4.0840770139346,-5.20209783181239,-0.000516916981308229,0.970342463316325,0.443400658710353,0.0287830767144207
"8",204,5.43991605659726,-2.58292651878111,-0.000703300150041369,0.990810443032882,0.172119507793401,0.112691967663723
"9",301,15.763932766539,-0.399825204850182,-0.00104603243881387,0.977598912290972,0.0032973315033622,0.194868256691011
"10",302,6.16185493497647,7.19911256203389,-0.0011211794983634,0.940527831479256,0.236140347105009,0.298940839694645
"11",303,5.60330484841443,-4.97644525351523,-0.00184312787167224,0.904372666127115,0.247876002490202,0.269471125670106
"12",304,4.27401208081087,-1.3975254594376,-0.00494074657376773,0.953857245854333,0.00497306257770428,0.901840490797543
"13",401,5.6783303359351,14.0460332834338,0.00154521818299602,0.938431306360608,0.959823108769291,0.233590733590728
"14",402,6.4141108937312,0.94037393414452,-0.00148065371605904,0.981002933578585,0.0266703765368194,0.489977061932785
"15",403,7.02665475032484,4.3335551968412,0.00172848355429559,0.980415506687299,0.148091045089313,0.363727157394656
"16",404,4.81859399529274,0.0571714960679087,0.000211746281732863,0.954533469438436,4.85146142789064e-05,0.00985163741632071
"17",501,3.38238144263729,-2.20524709259015,0.000280948760544612,0.769606804498339,0.0290572489829595,0.0140468227424726
"18",502,3.37826249675475,0.167525391874149,-0.00121936188381333,0.918743163558114,0.000874160246579685,0.421804289368401
"19",503,4.3510117720368,-2.55141267506335,-0.000707106908575505,0.962974237580539,0.0787559494043186,0.112234976279195
"20",504,5.9122715518706,0.149734870653911,-0.000992803079187177,0.991408165481198,0.000780256084047898,0.168957729630505
"21",601,4.44299899425172,7.28219187331953,-0.00174954455430126,0.994272827611408,0.765545057670001,0.41667221667222
"22",602,6.96306869610635,4.23740697093331,-0.000934142228101883,0.994259106369457,0.390634453928584,0.20139095607935
"23",603,4.80601532721218,9.16713599331776,-0.00503729492966146,0.896629476476553,0.353067450005647,0.943673469387761
"24",604,6.35771411567417,-2.29593468336083,0.000302494688189848,0.992838685861947,0.125907414018807,0.0186528497409253
